box_coord_shape,ckpt_path,color_net.pth_param_count,color_net.pth_sha256,color_net.pth_size,color_net.pth_tensor_count,color_net.pth_tensor_shapes_json,gaussian_count,label,map_generator.pth_param_count,map_generator.pth_sha256,map_generator.pth_size,map_generator.pth_tensor_count,map_generator.pth_tensor_shapes_json,other_atrributes_dict.pth_sha256,other_atrributes_dict.pth_size,other_attributes_keys,point_cloud.ply_sha256,point_cloud.ply_size,point_cloud_iteration,point_cloud_ply_exists,run_path
"(133906, 3, 2)",G:\wl3dgs\3dgs_runs\external_baselines_20260620\gs_w_r1_iter30000\self_Trackmobile_4650TM_Mobile_Railcar_Mover\ckpts_point_cloud\iteration_30000,54195,8f21521a90292f4d48b0469a232246f392a45cc4f909ce4434be730f71a447f6,222807,18,"{""color_decoder.lin0.bias"": [48], ""color_decoder.lin0.weight"": [48, 51], ""color_decoder.lin1.bias"": [3], ""color_decoder.lin1.weight"": [3, 48], ""decoder.lin0.bias"": [48], ""decoder.lin0.weight"": [48, 96], ""decoder.lin1.bias"": [48], ""decoder.lin1.weight"": [48, 48], ""decoder.lin2.bias"": [48], ""decoder.lin2.weight"": [48, 48], ""encoder.lin0.bias"": [128], ""encoder.lin0.weight"": [128, 159], ""encoder.lin1.bias"": [96], ""encoder.lin1.weight"": [96, 128], ""encoder.lin2.bias"": [64], ""encoder.lin2.weight"": [64, 96], ""encoder.lin3.bias"": [48], ""encoder.lin3.weight"": [48, 64]}",133906,historical_gsw,15797456,b3098ebf48eee54d033fb5daa94b3db4b02f17ebd82d4b6d40686a09fc74016f,63263081,215,"{""decoder.0.bias"": [256], ""decoder.0.weight"": [512, 256, 2, 2], ""decoder.1.conv.0.bias"": [256], ""decoder.1.conv.0.weight"": [256, 512, 3, 3], ""decoder.1.conv.1.bias"": [256], ""decoder.1.conv.1.num_batches_tracked"": [], ""decoder.1.conv.1.running_mean"": [256], ""decoder.1.conv.1.running_var"": [256], ""decoder.1.conv.1.weight"": [256], ""decoder.1.conv.3.bias"": [256], ""decoder.1.conv.3.weight"": [256, 256, 3, 3], ""decoder.1.conv.4.bias"": [256], ""decoder.1.conv.4.num_batches_tracked"": [], ""decoder.1.conv.4.running_mean"": [256], ""decoder.1.conv.4.running_var"": [256], ""decoder.1.conv.4.weight"": [256], ""decoder.2.bias"": [128], ""decoder.2.weight"": [256, 128, 2, 2], ""decoder.3.conv.0.bias"": [128], ""decoder.3.conv.0.weight"": [128, 256, 3, 3], ""decoder.3.conv.1.bias"": [128], ""decoder.3.conv.1.num_batches_tracked"": [], ""decoder.3.conv.1.running_mean"": [128], ""decoder.3.conv.1.running_var"": [128], ""decoder.3.conv.1.weight"": [128], ""decoder.3.conv.3.bias"": [128], ""decoder.3.conv.3.weight"": [128, 128, 3, 3], ""decoder.3.conv.4.bias"": [128], ""decoder.3.conv.4.num_batches_tracked"": [], ""decoder.3.conv.4.running_mean"": [128], ""decoder.3.conv.4.running_var"": [128], ""decoder.3.conv.4.weight"": [128], ""decoder.4.bias"": [64], ""decoder.4.weight"": [128, 64, 2, 2], ""decoder.5.conv.0.bias"": [64], ""decoder.5.conv.0.weight"": [64, 128, 3, 3], ""decoder.5.conv.1.bias"": [64], ""decoder.5.conv.1.num_batches_tracked"": [], ""decoder.5.conv.1.running_mean"": [64], ""decoder.5.conv.1.running_var"": [64], ""decoder.5.conv.1.weight"": [64], ""decoder.5.conv.3.bias"": [64], ""decoder.5.conv.3.weight"": [64, 64, 3, 3], ""decoder.5.conv.4.bias"": [64], ""decoder.5.conv.4.num_batches_tracked"": [], ""decoder.5.conv.4.running_mean"": [64], ""decoder.5.conv.4.running_var"": [64], ""decoder.5.conv.4.weight"": [64], ""decoder.6.bias"": [64], ""decoder.6.weight"": [64, 64, 2, 2], ""decoder.7.conv.0.bias"": [64], ""decoder.7.conv.0.weight"": [64, 128, 3, 3], ""decoder.7.conv.1.bias"": [64], ""decoder.7.conv.1.num_batches_tracked"": [], ""decoder.7.conv.1.running_mean"": [64], ""decoder.7.conv.1.running_var"": [64], ""decoder.7.conv.1.weight"": [64], ""decoder.7.conv.3.bias"": [64], ""decoder.7.conv.3.weight"": [64, 64, 3, 3], ""decoder.7.conv.4.bias"": [64], ""decoder.7.conv.4.num_batches_tracked"": [], ""decoder.7.conv.4.running_mean"": [64], ""decoder.7.conv.4.running_var"": [64], ""decoder.7.conv.4.weight"": [64], ""encoder.0.weight"": [64, 3, 7, 7], ""encoder.1.bias"": [64], ""encoder.1.num_batches_tracked"": [], ""encoder.1.running_mean"": [64], ""encoder.1.running_var"": [64], ""encoder.1.weight"": [64], ""encoder.4.0.bn1.bias"": [64], ""encoder.4.0.bn1.num_batches_tracked"": [], ""encoder.4.0.bn1.running_mean"": [64], ""encoder.4.0.bn1.running_var"": [64], ""encoder.4.0.bn1.weight"": [64], ""encoder.4.0.bn2.bias"": [64], ""encoder.4.0.bn2.num_batches_tracked"": [], ""encoder.4.0.bn2.running_mean"": [64], ""encoder.4.0.bn2.running_var"": [64], ""encoder.4.0.bn2.weight"": [64], ""encoder.4.0.conv1.weight"": [64, 64, 3, 3], ""encoder.4.0.conv2.weight"": [64, 64, 3, 3], ""encoder.4.1.bn1.bias"": [64], ""encoder.4.1.bn1.num_batches_tracked"": [], ""encoder.4.1.bn1.running_mean"": [64], ""encoder.4.1.bn1.running_var"": [64], ""encoder.4.1.bn1.weight"": [64], ""encoder.4.1.bn2.bias"": [64], ""encoder.4.1.bn2.num_batches_tracked"": [], ""encoder.4.1.bn2.running_mean"": [64], ""encoder.4.1.bn2.running_var"": [64], ""encoder.4.1.bn2.weight"": [64], ""encoder.4.1.conv1.weight"": [64, 64, 3, 3], ""encoder.4.1.conv2.weight"": [64, 64, 3, 3], ""encoder.5.0.bn1.bias"": [128], ""encoder.5.0.bn1.num_batches_tracked"": [], ""encoder.5.0.bn1.running_mean"": [128], ""encoder.5.0.bn1.running_var"": [128], ""encoder.5.0.bn1.weight"": [128], ""encoder.5.0.bn2.bias"": [128], ""encoder.5.0.bn2.num_batches_tracked"": [], ""encoder.5.0.bn2.running_mean"": [128], ""encoder.5.0.bn2.running_var"": [128], ""encoder.5.0.bn2.weight"": [128], ""encoder.5.0.conv1.weight"": [128, 64, 3, 3], ""encoder.5.0.conv2.weight"": [128, 128, 3, 3], ""encoder.5.0.downsample.0.weight"": [128, 64, 1, 1], ""encoder.5.0.downsample.1.bias"": [128], ""encoder.5.0.downsample.1.num_batches_tracked"": [], ""encoder.5.0.downsample.1.running_mean"": [128], ""encoder.5.0.downsample.1.running_var"": [128], ""encoder.5.0.downsample.1.weight"": [128], ""encoder.5.1.bn1.bias"": [128], ""encoder.5.1.bn1.num_batches_tracked"": [], ""encoder.5.1.bn1.running_mean"": [128], ""encoder.5.1.bn1.running_var"": [128], ""encoder.5.1.bn1.weight"": [128], ""encoder.5.1.bn2.bias"": [128], ""encoder.5.1.bn2.num_batches_tracked"": [], ""encoder.5.1.bn2.running_mean"": [128], ""encoder.5.1.bn2.running_var"": [128], ""encoder.5.1.bn2.weight"": [128], ""encoder.5.1.conv1.weight"": [128, 128, 3, 3], ""encoder.5.1.conv2.weight"": [128, 128, 3, 3], ""encoder.6.0.bn1.bias"": [256], ""encoder.6.0.bn1.num_batches_tracked"": [], ""encoder.6.0.bn1.running_mean"": [256], ""encoder.6.0.bn1.running_var"": [256], ""encoder.6.0.bn1.weight"": [256], ""encoder.6.0.bn2.bias"": [256], ""encoder.6.0.bn2.num_batches_tracked"": [], ""encoder.6.0.bn2.running_mean"": [256], ""encoder.6.0.bn2.running_var"": [256], ""encoder.6.0.bn2.weight"": [256], ""encoder.6.0.conv1.weight"": [256, 128, 3, 3], ""encoder.6.0.conv2.weight"": [256, 256, 3, 3], ""encoder.6.0.downsample.0.weight"": [256, 128, 1, 1], ""encoder.6.0.downsample.1.bias"": [256], ""encoder.6.0.downsample.1.num_batches_tracked"": [], ""encoder.6.0.downsample.1.running_mean"": [256], ""encoder.6.0.downsample.1.running_var"": [256], ""encoder.6.0.downsample.1.weight"": [256], ""encoder.6.1.bn1.bias"": [256], ""encoder.6.1.bn1.num_batches_tracked"": [], ""encoder.6.1.bn1.running_mean"": [256], ""encoder.6.1.bn1.running_var"": [256], ""encoder.6.1.bn1.weight"": [256], ""encoder.6.1.bn2.bias"": [256], ""encoder.6.1.bn2.num_batches_tracked"": [], ""encoder.6.1.bn2.running_mean"": [256], ""encoder.6.1.bn2.running_var"": [256], ""encoder.6.1.bn2.weight"": [256], ""encoder.6.1.conv1.weight"": [256, 256, 3, 3], ""encoder.6.1.conv2.weight"": [256, 256, 3, 3], ""encoder.7.0.bn1.bias"": [512], ""encoder.7.0.bn1.num_batches_tracked"": [], ""encoder.7.0.bn1.running_mean"": [512], ""encoder.7.0.bn1.running_var"": [512], ""encoder.7.0.bn1.weight"": [512], ""encoder.7.0.bn2.bias"": [512], ""encoder.7.0.bn2.num_batches_tracked"": [], ""encoder.7.0.bn2.running_mean"": [512], ""encoder.7.0.bn2.running_var"": [512], ""encoder.7.0.bn2.weight"": [512], ""encoder.7.0.conv1.weight"": [512, 256, 3, 3], ""encoder.7.0.conv2.weight"": [512, 512, 3, 3], ""encoder.7.0.downsample.0.weight"": [512, 256, 1, 1], ""encoder.7.0.downsample.1.bias"": [512], ""encoder.7.0.downsample.1.num_batches_tracked"": [], ""encoder.7.0.downsample.1.running_mean"": [512], ""encoder.7.0.downsample.1.running_var"": [512], ""encoder.7.0.downsample.1.weight"": [512], ""encoder.7.1.bn1.bias"": [512], ""encoder.7.1.bn1.num_batches_tracked"": [], ""encoder.7.1.bn1.running_mean"": [512], ""encoder.7.1.bn1.running_var"": [512], ""encoder.7.1.bn1.weight"": [512], ""encoder.7.1.bn2.bias"": [512], ""encoder.7.1.bn2.num_batches_tracked"": [], ""encoder.7.1.bn2.running_mean"": [512], ""encoder.7.1.bn2.running_var"": [512], ""encoder.7.1.bn2.weight"": [512], ""encoder.7.1.conv1.weight"": [512, 512, 3, 3], ""encoder.7.1.conv2.weight"": [512, 512, 3, 3], ""final_conv.bias"": [48], ""final_conv.weight"": [48, 64, 1, 1], ""mask_decoder.0.bias"": [256], ""mask_decoder.0.weight"": [512, 256, 2, 2], ""mask_decoder.1.conv.0.bias"": [256], ""mask_decoder.1.conv.0.weight"": [256, 256, 3, 3], ""mask_decoder.1.conv.1.bias"": [256], ""mask_decoder.1.conv.1.num_batches_tracked"": [], ""mask_decoder.1.conv.1.running_mean"": [256], ""mask_decoder.1.conv.1.running_var"": [256], ""mask_decoder.1.conv.1.weight"": [256], ""mask_decoder.2.bias"": [128], ""mask_decoder.2.weight"": [256, 128, 2, 2], ""mask_decoder.3.conv.0.bias"": [128], ""mask_decoder.3.conv.0.weight"": [128, 128, 3, 3], ""mask_decoder.3.conv.1.bias"": [128], ""mask_decoder.3.conv.1.num_batches_tracked"": [], ""mask_decoder.3.conv.1.running_mean"": [128], ""mask_decoder.3.conv.1.running_var"": [128], ""mask_decoder.3.conv.1.weight"": [128], ""mask_decoder.4.bias"": [64], ""mask_decoder.4.weight"": [128, 64, 2, 2], ""mask_decoder.5.conv.0.bias"": [64], ""mask_decoder.5.conv.0.weight"": [64, 64, 3, 3], ""mask_decoder.5.conv.1.bias"": [64], ""mask_decoder.5.conv.1.num_batches_tracked"": [], ""mask_decoder.5.conv.1.running_mean"": [64], ""mask_decoder.5.conv.1.running_var"": [64], ""mask_decoder.5.conv.1.weight"": [64], ""mask_decoder.6.bias"": [1], ""mask_decoder.6.weight"": [1, 64, 1, 1]}",c610edf6897c107ff2e8faa1ef29a03d68722650f60d9f4460f1b0a8b9b9e2f4,3214879,"box_coord,non",f806e988943637d3de34495b36c55f4dc93577d87f51f4743a2a9dcd633c839c,33210228,30000,True,G:\wl3dgs\3dgs_runs\external_baselines_20260620\gs_w_r1_iter30000\self_Trackmobile_4650TM_Mobile_Railcar_Mover
"(140945, 3, 2)",G:\wl3dgs\3dgs_runs\improved_gsw_strict_30k_decision_20260630\self_Trackmobile_4650TM_Mobile_Railcar_Mover\ckpts_point_cloud\iteration_30000,54195,e9aaa4d26ac81062d3adb017bc3daf7ed1469735e981a74b0c9f97dbf0a69c3d,222807,18,"{""color_decoder.lin0.bias"": [48], ""color_decoder.lin0.weight"": [48, 51], ""color_decoder.lin1.bias"": [3], ""color_decoder.lin1.weight"": [3, 48], ""decoder.lin0.bias"": [48], ""decoder.lin0.weight"": [48, 96], ""decoder.lin1.bias"": [48], ""decoder.lin1.weight"": [48, 48], ""decoder.lin2.bias"": [48], ""decoder.lin2.weight"": [48, 48], ""encoder.lin0.bias"": [128], ""encoder.lin0.weight"": [128, 159], ""encoder.lin1.bias"": [96], ""encoder.lin1.weight"": [96, 128], ""encoder.lin2.bias"": [64], ""encoder.lin2.weight"": [64, 96], ""encoder.lin3.bias"": [48], ""encoder.lin3.weight"": [48, 64]}",140945,clean_gsw,15797456,84087a3edd109fd2c3860784c2224eec974b26ac3237f9b6c64b850074274af6,63263081,215,"{""decoder.0.bias"": [256], ""decoder.0.weight"": [512, 256, 2, 2], ""decoder.1.conv.0.bias"": [256], ""decoder.1.conv.0.weight"": [256, 512, 3, 3], ""decoder.1.conv.1.bias"": [256], ""decoder.1.conv.1.num_batches_tracked"": [], ""decoder.1.conv.1.running_mean"": [256], ""decoder.1.conv.1.running_var"": [256], ""decoder.1.conv.1.weight"": [256], ""decoder.1.conv.3.bias"": [256], ""decoder.1.conv.3.weight"": [256, 256, 3, 3], ""decoder.1.conv.4.bias"": [256], ""decoder.1.conv.4.num_batches_tracked"": [], ""decoder.1.conv.4.running_mean"": [256], ""decoder.1.conv.4.running_var"": [256], ""decoder.1.conv.4.weight"": [256], ""decoder.2.bias"": [128], ""decoder.2.weight"": [256, 128, 2, 2], ""decoder.3.conv.0.bias"": [128], ""decoder.3.conv.0.weight"": [128, 256, 3, 3], ""decoder.3.conv.1.bias"": [128], ""decoder.3.conv.1.num_batches_tracked"": [], ""decoder.3.conv.1.running_mean"": [128], ""decoder.3.conv.1.running_var"": [128], ""decoder.3.conv.1.weight"": [128], ""decoder.3.conv.3.bias"": [128], ""decoder.3.conv.3.weight"": [128, 128, 3, 3], ""decoder.3.conv.4.bias"": [128], ""decoder.3.conv.4.num_batches_tracked"": [], ""decoder.3.conv.4.running_mean"": [128], ""decoder.3.conv.4.running_var"": [128], ""decoder.3.conv.4.weight"": [128], ""decoder.4.bias"": [64], ""decoder.4.weight"": [128, 64, 2, 2], ""decoder.5.conv.0.bias"": [64], ""decoder.5.conv.0.weight"": [64, 128, 3, 3], ""decoder.5.conv.1.bias"": [64], ""decoder.5.conv.1.num_batches_tracked"": [], ""decoder.5.conv.1.running_mean"": [64], ""decoder.5.conv.1.running_var"": [64], ""decoder.5.conv.1.weight"": [64], ""decoder.5.conv.3.bias"": [64], ""decoder.5.conv.3.weight"": [64, 64, 3, 3], ""decoder.5.conv.4.bias"": [64], ""decoder.5.conv.4.num_batches_tracked"": [], ""decoder.5.conv.4.running_mean"": [64], ""decoder.5.conv.4.running_var"": [64], ""decoder.5.conv.4.weight"": [64], ""decoder.6.bias"": [64], ""decoder.6.weight"": [64, 64, 2, 2], ""decoder.7.conv.0.bias"": [64], ""decoder.7.conv.0.weight"": [64, 128, 3, 3], ""decoder.7.conv.1.bias"": [64], ""decoder.7.conv.1.num_batches_tracked"": [], ""decoder.7.conv.1.running_mean"": [64], ""decoder.7.conv.1.running_var"": [64], ""decoder.7.conv.1.weight"": [64], ""decoder.7.conv.3.bias"": [64], ""decoder.7.conv.3.weight"": [64, 64, 3, 3], ""decoder.7.conv.4.bias"": [64], ""decoder.7.conv.4.num_batches_tracked"": [], ""decoder.7.conv.4.running_mean"": [64], ""decoder.7.conv.4.running_var"": [64], ""decoder.7.conv.4.weight"": [64], ""encoder.0.weight"": [64, 3, 7, 7], ""encoder.1.bias"": [64], ""encoder.1.num_batches_tracked"": [], ""encoder.1.running_mean"": [64], ""encoder.1.running_var"": [64], ""encoder.1.weight"": [64], ""encoder.4.0.bn1.bias"": [64], ""encoder.4.0.bn1.num_batches_tracked"": [], ""encoder.4.0.bn1.running_mean"": [64], ""encoder.4.0.bn1.running_var"": [64], ""encoder.4.0.bn1.weight"": [64], ""encoder.4.0.bn2.bias"": [64], ""encoder.4.0.bn2.num_batches_tracked"": [], ""encoder.4.0.bn2.running_mean"": [64], ""encoder.4.0.bn2.running_var"": [64], ""encoder.4.0.bn2.weight"": [64], ""encoder.4.0.conv1.weight"": [64, 64, 3, 3], ""encoder.4.0.conv2.weight"": [64, 64, 3, 3], ""encoder.4.1.bn1.bias"": [64], ""encoder.4.1.bn1.num_batches_tracked"": [], ""encoder.4.1.bn1.running_mean"": [64], ""encoder.4.1.bn1.running_var"": [64], ""encoder.4.1.bn1.weight"": [64], ""encoder.4.1.bn2.bias"": [64], ""encoder.4.1.bn2.num_batches_tracked"": [], ""encoder.4.1.bn2.running_mean"": [64], ""encoder.4.1.bn2.running_var"": [64], ""encoder.4.1.bn2.weight"": [64], ""encoder.4.1.conv1.weight"": [64, 64, 3, 3], ""encoder.4.1.conv2.weight"": [64, 64, 3, 3], ""encoder.5.0.bn1.bias"": [128], ""encoder.5.0.bn1.num_batches_tracked"": [], ""encoder.5.0.bn1.running_mean"": [128], ""encoder.5.0.bn1.running_var"": [128], ""encoder.5.0.bn1.weight"": [128], ""encoder.5.0.bn2.bias"": [128], ""encoder.5.0.bn2.num_batches_tracked"": [], ""encoder.5.0.bn2.running_mean"": [128], ""encoder.5.0.bn2.running_var"": [128], ""encoder.5.0.bn2.weight"": [128], ""encoder.5.0.conv1.weight"": [128, 64, 3, 3], ""encoder.5.0.conv2.weight"": [128, 128, 3, 3], ""encoder.5.0.downsample.0.weight"": [128, 64, 1, 1], ""encoder.5.0.downsample.1.bias"": [128], ""encoder.5.0.downsample.1.num_batches_tracked"": [], ""encoder.5.0.downsample.1.running_mean"": [128], ""encoder.5.0.downsample.1.running_var"": [128], ""encoder.5.0.downsample.1.weight"": [128], ""encoder.5.1.bn1.bias"": [128], ""encoder.5.1.bn1.num_batches_tracked"": [], ""encoder.5.1.bn1.running_mean"": [128], ""encoder.5.1.bn1.running_var"": [128], ""encoder.5.1.bn1.weight"": [128], ""encoder.5.1.bn2.bias"": [128], ""encoder.5.1.bn2.num_batches_tracked"": [], ""encoder.5.1.bn2.running_mean"": [128], ""encoder.5.1.bn2.running_var"": [128], ""encoder.5.1.bn2.weight"": [128], ""encoder.5.1.conv1.weight"": [128, 128, 3, 3], ""encoder.5.1.conv2.weight"": [128, 128, 3, 3], ""encoder.6.0.bn1.bias"": [256], ""encoder.6.0.bn1.num_batches_tracked"": [], ""encoder.6.0.bn1.running_mean"": [256], ""encoder.6.0.bn1.running_var"": [256], ""encoder.6.0.bn1.weight"": [256], ""encoder.6.0.bn2.bias"": [256], ""encoder.6.0.bn2.num_batches_tracked"": [], ""encoder.6.0.bn2.running_mean"": [256], ""encoder.6.0.bn2.running_var"": [256], ""encoder.6.0.bn2.weight"": [256], ""encoder.6.0.conv1.weight"": [256, 128, 3, 3], ""encoder.6.0.conv2.weight"": [256, 256, 3, 3], ""encoder.6.0.downsample.0.weight"": [256, 128, 1, 1], ""encoder.6.0.downsample.1.bias"": [256], ""encoder.6.0.downsample.1.num_batches_tracked"": [], ""encoder.6.0.downsample.1.running_mean"": [256], ""encoder.6.0.downsample.1.running_var"": [256], ""encoder.6.0.downsample.1.weight"": [256], ""encoder.6.1.bn1.bias"": [256], ""encoder.6.1.bn1.num_batches_tracked"": [], ""encoder.6.1.bn1.running_mean"": [256], ""encoder.6.1.bn1.running_var"": [256], ""encoder.6.1.bn1.weight"": [256], ""encoder.6.1.bn2.bias"": [256], ""encoder.6.1.bn2.num_batches_tracked"": [], ""encoder.6.1.bn2.running_mean"": [256], ""encoder.6.1.bn2.running_var"": [256], ""encoder.6.1.bn2.weight"": [256], ""encoder.6.1.conv1.weight"": [256, 256, 3, 3], ""encoder.6.1.conv2.weight"": [256, 256, 3, 3], ""encoder.7.0.bn1.bias"": [512], ""encoder.7.0.bn1.num_batches_tracked"": [], ""encoder.7.0.bn1.running_mean"": [512], ""encoder.7.0.bn1.running_var"": [512], ""encoder.7.0.bn1.weight"": [512], ""encoder.7.0.bn2.bias"": [512], ""encoder.7.0.bn2.num_batches_tracked"": [], ""encoder.7.0.bn2.running_mean"": [512], ""encoder.7.0.bn2.running_var"": [512], ""encoder.7.0.bn2.weight"": [512], ""encoder.7.0.conv1.weight"": [512, 256, 3, 3], ""encoder.7.0.conv2.weight"": [512, 512, 3, 3], ""encoder.7.0.downsample.0.weight"": [512, 256, 1, 1], ""encoder.7.0.downsample.1.bias"": [512], ""encoder.7.0.downsample.1.num_batches_tracked"": [], ""encoder.7.0.downsample.1.running_mean"": [512], ""encoder.7.0.downsample.1.running_var"": [512], ""encoder.7.0.downsample.1.weight"": [512], ""encoder.7.1.bn1.bias"": [512], ""encoder.7.1.bn1.num_batches_tracked"": [], ""encoder.7.1.bn1.running_mean"": [512], ""encoder.7.1.bn1.running_var"": [512], ""encoder.7.1.bn1.weight"": [512], ""encoder.7.1.bn2.bias"": [512], ""encoder.7.1.bn2.num_batches_tracked"": [], ""encoder.7.1.bn2.running_mean"": [512], ""encoder.7.1.bn2.running_var"": [512], ""encoder.7.1.bn2.weight"": [512], ""encoder.7.1.conv1.weight"": [512, 512, 3, 3], ""encoder.7.1.conv2.weight"": [512, 512, 3, 3], ""final_conv.bias"": [48], ""final_conv.weight"": [48, 64, 1, 1], ""mask_decoder.0.bias"": [256], ""mask_decoder.0.weight"": [512, 256, 2, 2], ""mask_decoder.1.conv.0.bias"": [256], ""mask_decoder.1.conv.0.weight"": [256, 256, 3, 3], ""mask_decoder.1.conv.1.bias"": [256], ""mask_decoder.1.conv.1.num_batches_tracked"": [], ""mask_decoder.1.conv.1.running_mean"": [256], ""mask_decoder.1.conv.1.running_var"": [256], ""mask_decoder.1.conv.1.weight"": [256], ""mask_decoder.2.bias"": [128], ""mask_decoder.2.weight"": [256, 128, 2, 2], ""mask_decoder.3.conv.0.bias"": [128], ""mask_decoder.3.conv.0.weight"": [128, 128, 3, 3], ""mask_decoder.3.conv.1.bias"": [128], ""mask_decoder.3.conv.1.num_batches_tracked"": [], ""mask_decoder.3.conv.1.running_mean"": [128], ""mask_decoder.3.conv.1.running_var"": [128], ""mask_decoder.3.conv.1.weight"": [128], ""mask_decoder.4.bias"": [64], ""mask_decoder.4.weight"": [128, 64, 2, 2], ""mask_decoder.5.conv.0.bias"": [64], ""mask_decoder.5.conv.0.weight"": [64, 64, 3, 3], ""mask_decoder.5.conv.1.bias"": [64], ""mask_decoder.5.conv.1.num_batches_tracked"": [], ""mask_decoder.5.conv.1.running_mean"": [64], ""mask_decoder.5.conv.1.running_var"": [64], ""mask_decoder.5.conv.1.weight"": [64], ""mask_decoder.6.bias"": [1], ""mask_decoder.6.weight"": [1, 64, 1, 1]}",ad4240a83c9b4bc8a6e1c7587f717f256ae727775a486f65e94f3bfeb037b227,3383839,"box_coord,non",4870a8667399ec9bc288b5bd34b7696ee5c7044efc2f3aa2d9cc0b2d44f39bac,34955900,30000,True,G:\wl3dgs\3dgs_runs\improved_gsw_strict_30k_decision_20260630\self_Trackmobile_4650TM_Mobile_Railcar_Mover
