group,max,mean,metric,min,range,sample_std
official_3dgs,12.383015155792236,11.970663865407309,psnr,11.302783012390137,1.0802321434020996,0.5836924609278782
official_3dgs,0.3867306262254715,0.3515005111694336,ssim,0.32873207330703735,0.05799855291843414,0.030942334818448946
official_3dgs,0.5306380540132523,0.526439314087232,lpips,0.5233048349618912,0.007333219051361084,0.0037806763551920916
gsw_strict_intrinsic,12.88880729675293,12.6444730758667,psnr,12.440200805664062,0.4486064910888672,0.226970627793989
gsw_strict_intrinsic,0.44398827850818634,0.43471554418404895,ssim,0.4251989275217056,0.018789350986480713,0.009397049354422777
gsw_strict_intrinsic,0.6461690962314606,0.6361653407414755,lpips,0.6267451345920563,0.019423961639404297,0.009725120503979305
