label,render_file,image_name,official_gt_sha256,gsw_gt_sha256,match
smoke_10,00000.png,0001.jpg,7c99e51cc1e7906e0436fffae65a2de0e2e2ba5c64ab90e604de167ce741098c,7c99e51cc1e7906e0436fffae65a2de0e2e2ba5c64ab90e604de167ce741098c,True
smoke_10,00001.png,0009.jpg,51ca5f33e83b8ba187b3896ff5f08964374c7e1d425249a17bd3966db2db1b58,51ca5f33e83b8ba187b3896ff5f08964374c7e1d425249a17bd3966db2db1b58,True
smoke_300,00000.png,0001.jpg,7c99e51cc1e7906e0436fffae65a2de0e2e2ba5c64ab90e604de167ce741098c,7c99e51cc1e7906e0436fffae65a2de0e2e2ba5c64ab90e604de167ce741098c,True
smoke_300,00001.png,0009.jpg,51ca5f33e83b8ba187b3896ff5f08964374c7e1d425249a17bd3966db2db1b58,51ca5f33e83b8ba187b3896ff5f08964374c7e1d425249a17bd3966db2db1b58,True
