dark_ratio,image_name,lowfreq_luminance_range,mean_chroma_b,mean_chroma_g,mean_chroma_r,mean_log_luminance,saturation_ratio,scene
0.0,DSCF4501.JPG,0.24705883860588074,0.3335534334182739,0.33104750514030457,0.3353990912437439,-0.6443765163421631,0.0,web_Baalshamin_images
0.0,DSCN2032.jpg,0.2705882489681244,0.37658536434173584,0.34393876791000366,0.2794758677482605,-0.5383424162864685,0.0,web_Baalshamin_images
0.0,DSCN2063.jpg,0.2537255048751833,0.35095304250717163,0.3491463363170624,0.299900621175766,-0.5107300281524658,0.0,web_Baalshamin_images
0.0,DSCN2064.jpg,0.2235293984413147,0.3201833963394165,0.3519374132156372,0.3278791904449463,-0.48534905910491943,0.0,web_Baalshamin_images
0.0,DSCN2065.jpg,0.250980406999588,0.3415660858154297,0.3476923406124115,0.3107415437698364,-0.5084148645401001,0.0,web_Baalshamin_images
0.0,DSCN2066.jpg,0.2705882489681244,0.33345696330070496,0.3502642810344696,0.31627872586250305,-0.49223512411117554,0.0,web_Baalshamin_images
0.0,HPIM3190.jpg,0.38823530077934265,0.2575565576553345,0.33934348821640015,0.40309998393058777,-0.5851069092750549,0.0007362565445026178,web_Baalshamin_images
0.0,IMG_1145.JPG,0.3019607961177826,0.29096493124961853,0.3413466215133667,0.3676884174346924,-0.6330153942108154,0.0,web_Baalshamin_images
0.0,Palmyr29.jpg,0.3007843255996704,0.32442718744277954,0.3435387909412384,0.3320339620113373,-0.5227714776992798,0.0,web_Baalshamin_images
0.0,Palmyre_(25).jpg,0.2654902100563049,0.28860801458358765,0.3332870900630951,0.37810492515563965,-0.5231624245643616,0.0,web_Baalshamin_images
0.0,Palmyre_(26).jpg,0.21568629145622253,0.3381102681159973,0.3377187252044678,0.3241710662841797,-0.8218519687652588,0.0,web_Baalshamin_images
0.0,Palmyre_(27).jpg,0.22352942824363708,0.3561275899410248,0.33579257130622864,0.30807986855506897,-0.7794334888458252,0.0,web_Baalshamin_images
0.0,Palmyre_(28).jpg,0.19607844948768616,0.30526188015937805,0.33428338170051575,0.3604547381401062,-0.6277065277099609,0.0,web_Baalshamin_images
0.0,Screenshot_2015-10-11-18-16-38.png,0.56470587849617,0.30921584367752075,0.322704941034317,0.36807921528816223,-0.8259052038192749,0.0,web_Baalshamin_images
0.0,Screenshot_2015-10-11-18-16-45.png,0.6431372463703156,0.309743732213974,0.32376617193222046,0.36649009585380554,-0.8417173624038696,0.11672312062937062,web_Baalshamin_images
0.0,Temple_of_Ba'al-shamin__Palmyra__Syria.jpg,0.3843137323856354,0.3593113124370575,0.33916035294532776,0.30152830481529236,-0.8812132477760315,0.0,web_Baalshamin_images
0.004722810734463277,Temple_of_Baal-Shamin__Palmyra.jpg,0.31254903078079244,0.32912659645080566,0.3335505425930023,0.33624154329299927,-0.6788395643234253,0.0,web_Baalshamin_images
0.0,The_Temple_of_Baalshamin__Palmyra__Syria_02AM3152.jpg,0.24705883860588074,0.31413838267326355,0.3385114073753357,0.34735023975372314,-0.8482563495635986,0.0,web_Baalshamin_images
0.0,temle-ba'al-shamin-4.jpg,0.3529411852359772,0.31865501403808594,0.3361703157424927,0.3451746106147766,-0.937369704246521,0.0,web_Baalshamin_images
0.0,temle-ba_al-shamin-4.jpg,0.3529411852359772,0.31865501403808594,0.3361703157424927,0.3451746106147766,-0.937369704246521,0.0,web_Baalshamin_images
0.0015854779411764706,IMG_6285.TIF,0.3019608110189438,0.2951432168483734,0.33102378249168396,0.37380996346473694,-1.0196539163589478,0.0,web_Terrestrial
0.0004136029411764706,IMG_6287.TIF,0.29411767423152924,0.2942688763141632,0.3311420679092407,0.37456607818603516,-1.0343986749649048,0.0,web_Terrestrial
0.0015165441176470589,IMG_6289.TIF,0.3007843405008316,0.2936972379684448,0.3306697607040405,0.375541090965271,-1.1115542650222778,0.0,web_Terrestrial
0.003998161764705882,IMG_6291.TIF,0.282352939248085,0.2959451675415039,0.3299333155155182,0.3732713460922241,-1.2093313932418823,0.0,web_Terrestrial
0.019416360294117647,IMG_6293.TIF,0.3137254863977432,0.30244529247283936,0.3254427909851074,0.36418449878692627,-1.3079603910446167,0.0,web_Terrestrial
0.00935202205882353,IMG_6295.TIF,0.3047058790922167,0.30372554063796997,0.32835590839385986,0.36628708243370056,-1.287922978401184,0.0,web_Terrestrial
0.006824448529411765,IMG_6297.TIF,0.2980392128229141,0.2985353469848633,0.3289310932159424,0.3713846504688263,-1.265586495399475,0.0,web_Terrestrial
0.020128676470588237,IMG_6301.TIF,0.37647058814764023,0.29885321855545044,0.31846505403518677,0.3787066340446472,-1.4347063302993774,2.2977941176470588e-05,web_Terrestrial
0.03984375,IMG_6303.TIF,0.38823529332876205,0.3049296736717224,0.3125884234905243,0.36499568819999695,-1.5317598581314087,0.0,web_Terrestrial
0.02651654411764706,IMG_6305.TIF,0.37254904210567474,0.30853408575057983,0.3167567849159241,0.36735621094703674,-1.4057735204696655,4.5955882352941176e-05,web_Terrestrial
0.041268382352941176,IMG_6307.TIF,0.3960784301161766,0.30812013149261475,0.31198447942733765,0.36342015862464905,-1.5614582300186157,0.0,web_Terrestrial
0.04551930147058823,IMG_6309.TIF,0.3999999985098839,0.31073668599128723,0.31159281730651855,0.36050599813461304,-1.5925264358520508,0.0,web_Terrestrial
0.04253216911764706,IMG_6311.TIF,0.3647058829665184,0.3121543824672699,0.3116989731788635,0.35900503396987915,-1.609647274017334,0.0,web_Terrestrial
0.04264705882352941,IMG_6313.TIF,0.35686274617910385,0.3106391429901123,0.3121498227119446,0.3582082986831665,-1.607163429260254,0.0,web_Terrestrial
0.0017463235294117648,IMG_6317.TIF,0.3176470845937729,0.315380334854126,0.33098360896110535,0.3536360561847687,-1.1366139650344849,0.0,web_Terrestrial
0.0022518382352941175,IMG_6319.TIF,0.3176470845937729,0.3160259425640106,0.3309059739112854,0.353068083524704,-1.1419174671173096,0.0,web_Terrestrial
0.0017693014705882353,IMG_6321.TIF,0.3007843405008316,0.31843647360801697,0.3297882676124573,0.35177525877952576,-1.1473009586334229,0.0,web_Terrestrial
0.00022977941176470588,IMG_6323.TIF,0.333333358168602,0.3203769028186798,0.33008360862731934,0.34953948855400085,-1.1117650270462036,0.0,web_Terrestrial
0.004365808823529412,IMG_6970.TIF,0.40274511873722074,0.29820600152015686,0.3240165412425995,0.37777742743492126,-1.0175293684005737,0.0,web_Terrestrial
0.0010799632352941177,IMG_6972.TIF,0.22745098173618317,0.3093591034412384,0.3224112391471863,0.3682296574115753,-1.2942816019058228,0.0,web_Terrestrial
0.0041590073529411764,IMG_6975.TIF,0.2890196055173876,0.3156231939792633,0.3237183094024658,0.3606584966182709,-1.2838876247406006,0.0,web_Terrestrial
0.0006893382352941177,IMG_6979.TIF,0.282352939248085,0.3165898323059082,0.3236345052719116,0.3597756326198578,-1.2697240114212036,0.0,web_Terrestrial
0.0002527573529411765,IMG_6981.TIF,0.3517647296190264,0.31782716512680054,0.3242541253566742,0.35791873931884766,-1.1725705862045288,0.0,web_Terrestrial
0.0,IMG_6983.TIF,0.35686276853084564,0.31585097312927246,0.3249506652355194,0.3591983914375305,-1.1293612718582153,0.0,web_Terrestrial
0.0,IMG_6985.TIF,0.32156865298748016,0.31710851192474365,0.32478317618370056,0.3581083118915558,-1.1592028141021729,0.0,web_Terrestrial
0.0006204044117647058,IMG_6987.TIF,0.333333358168602,0.3162529170513153,0.3238632082939148,0.3598838746547699,-1.178644061088562,0.0,web_Terrestrial
0.0,IMG_6989.TIF,0.34392159283161183,0.3076629042625427,0.32386884093284607,0.3684682548046112,-1.1319481134414673,0.0,web_Terrestrial
0.0,IMG_6991.TIF,0.37529413998127004,0.308340847492218,0.3244273066520691,0.3672318458557129,-1.068430781364441,0.0,web_Terrestrial
0.0,IMG_6995.TIF,0.3176470547914505,0.3056896924972534,0.3226618468761444,0.3716484606266022,-1.2062480449676514,0.0,web_Terrestrial
0.0,IMG_6997.TIF,0.33607845604419706,0.3064327836036682,0.3236871361732483,0.3698800802230835,-1.0934715270996094,0.0,web_Terrestrial
0.0,IMG_6999.TIF,0.35568629801273344,0.3062193691730499,0.3228607177734375,0.37091994285583496,-1.1623461246490479,0.0,web_Terrestrial
0.0015625,IMG_7001.TIF,0.3137255162000656,0.30858680605888367,0.32266679406166077,0.3684017062187195,-1.1363115310668945,0.0,web_Terrestrial
0.002136948529411765,IMG_7003.TIF,0.3360784560441973,0.3121832311153412,0.3223300576210022,0.3652799129486084,-1.1735812425613403,0.0,web_Terrestrial
0.0034696691176470586,IMG_7005.TIF,0.333333358168602,0.310930460691452,0.32215696573257446,0.36645302176475525,-1.1841243505477905,0.0,web_Terrestrial
0.005905330882352941,IMG_7007.TIF,0.3294117897748947,0.3097565472126007,0.32170841097831726,0.36715635657310486,-1.1925052404403687,0.0,web_Terrestrial
0.005652573529411765,IMG_7011.TIF,0.3137255162000656,0.3103722631931305,0.3217185139656067,0.3669211268424988,-1.197649598121643,0.0,web_Terrestrial
0.0062040441176470585,IMG_7013.TIF,0.32823531925678273,0.3112647831439972,0.32150498032569885,0.36615025997161865,-1.2125917673110962,0.0,web_Terrestrial
0.009535845588235295,IMG_7015.TIF,0.32549019157886505,0.3111007809638977,0.32049617171287537,0.3665188252925873,-1.2891714572906494,0.0,web_Terrestrial
0.008846507352941176,IMG_7017.TIF,0.35294120013713837,0.31175246834754944,0.3206477463245392,0.36612918972969055,-1.2767618894577026,0.0,web_Terrestrial
0.00939797794117647,IMG_7019.TIF,0.3333333283662796,0.3125224709510803,0.3200432062149048,0.3660326898097992,-1.3155770301818848,0.0,web_Terrestrial
0.010225183823529412,IMG_7021.TIF,0.3215686231851578,0.31359219551086426,0.3190411329269409,0.36667734384536743,-1.3863577842712402,0.0,web_Terrestrial
0.00903033088235294,IMG_7023.TIF,0.34117647260427475,0.31666049361228943,0.31868934631347656,0.36460423469543457,-1.42056405544281,0.0,web_Terrestrial
0.0075597426470588236,IMG_7027.TIF,0.345098040997982,0.3172953128814697,0.3197101950645447,0.3629944920539856,-1.4218151569366455,0.0,web_Terrestrial
2.2977941176470588e-05,IMG_7029.TIF,0.3294117897748947,0.31482529640197754,0.32170945405960083,0.363465279340744,-1.2251344919204712,0.0,web_Terrestrial
0.015831801470588235,IMG_7031.TIF,0.3478431388735771,0.32502639293670654,0.32001611590385437,0.3549574911594391,-1.4008381366729736,0.0,web_Terrestrial
0.004342830882352941,IMG_7033.TIF,0.32313725799322146,0.32405146956443787,0.32012107968330383,0.3558274507522583,-1.4941645860671997,0.0,web_Terrestrial
0.004779411764705883,IMG_7035.TIF,0.301960788667202,0.323221355676651,0.32004591822624207,0.356709748506546,-1.5100435018539429,0.0,web_Terrestrial
0.008984375,IMG_7037.TIF,0.34117647260427475,0.3244333267211914,0.32059115171432495,0.35476866364479065,-1.3842133283615112,0.0,web_Terrestrial
0.005376838235294118,IMG_7039.TIF,0.3647058829665184,0.3249015212059021,0.3203361928462982,0.3547162711620331,-1.4058747291564941,0.0,web_Terrestrial
0.00854779411764706,IMG_7046.TIF,0.32431372851133367,0.3265102505683899,0.32070761919021606,0.3526671826839447,-1.429397463798523,0.0,web_Terrestrial
0.0022047546012269937,_DSC1589.JPG,0.43411766588687917,0.28990134596824646,0.3384395241737366,0.37163516879081726,-1.1020455360412598,0.0,web_Terrestrial
0.0009106595092024539,_DSC1590.JPG,0.5176470726728439,0.2966172993183136,0.3381856083869934,0.3651971220970154,-0.9891631603240967,0.0,web_Terrestrial
0.0008148006134969325,_DSC1591.JPG,0.4588235467672348,0.2881213128566742,0.33891457319259644,0.37296411395072937,-1.0086252689361572,0.0,web_Terrestrial
0.0027799079754601227,_DSC1592.JPG,0.38431374728679657,0.2812265455722809,0.3394499123096466,0.3789401352405548,-1.113284707069397,0.0,web_Terrestrial
0.0008148006134969325,_DSC1593.JPG,0.4549019783735275,0.2902195453643799,0.3406938910484314,0.3690866231918335,-1.0732223987579346,0.0,web_Terrestrial
